Accuracy,Precision,Recall,F1 Score,AUROC,AUPRC,Confusion Matrix
0.996082820369334,0.9980732177263969,0.9974326059050064,0.9977528089887642,0.9999019008806498,0.9999855987248746,"[[ 226    3]
 [   4 1554]]"
