Preprocessing Method,Num of Features,Encoding Method,Convolutional Layer Architecture,Num of Params,Pooling Architecture,Num of Params,Convs per Layer,Special Pooling,Pooling Direction,Accuracy,Precision,Recall,F1 Score,AUROC,AUPRC,Confusion Matrix
PCA,8,Angle Embedding,8,6,1,3,1,No,Top half,tensor(0.7565),0.8686868686868687,0.849802371541502,0.8591408591408591,0.4796957063186962,0.869472955610292,"[[16, 130], [152, 860]]"
PCA,8,Angle Embedding,8,6,1,3,2,No,Top half,tensor(0.7435),0.8659160696008188,0.8359683794466403,0.8506787330316742,0.46935405273701875,0.8672290579315016,"[[15, 131], [166, 846]]"
PCA,8,Angle Embedding,8,6,1,3,2,No,Top half,tensor(0.7565),0.8686868686868687,0.849802371541502,0.8591408591408591,0.4796957063186962,0.869472955610292,"[[16, 130], [152, 860]]"
PCA,8,Angle Embedding,8,6,1,3,2,No,Top half,tensor(0.7582),0.8682092555331992,0.8527667984189723,0.8604187437686939,0.47775326222318476,0.8690501480968658,"[[15, 131], [149, 863]]"
PCA,8,Angle Embedding,8,6,2,9,1,No,Top half,tensor(0.7522),0.8710337768679631,0.8409090909090909,0.8557063851181498,0.488947696139477,0.8714930366557692,"[[20, 126], [161, 851]]"
PCA,8,Angle Embedding,8,6,2,9,1,No,Top half,tensor(0.7565),0.8709349593495935,0.8468379446640316,0.8587174348697395,0.4884874654827007,0.8713922389600209,"[[19, 127], [155, 857]]"
PCA,8,Angle Embedding,8,6,2,9,1,No,Top half,tensor(0.7582),0.8704453441295547,0.849802371541502,0.86,0.48654502138718936,0.870967312211784,"[[18, 128], [152, 860]]"
PCA,8,Angle Embedding,8,6,2,9,2,No,Top half,tensor(0.7539),0.8697863682604272,0.8448616600790514,0.8571428571428571,0.4840746656559641,0.8704277387677459,"[[18, 128], [157, 855]]"
PCA,8,Angle Embedding,8,6,2,9,2,No,Top half,tensor(0.7573),0.8680765357502518,0.8517786561264822,0.859850374064838,0.4772591910769397,0.8689427437927584,"[[15, 131], [150, 862]]"
PCA,8,Angle Embedding,8,6,2,9,2,No,Top half,tensor(0.7547),0.8676767676767677,0.8488142292490118,0.8581418581418582,0.47577697763820453,0.8686207391244357,"[[15, 131], [153, 859]]"
PCA,8,Angle Embedding,8,6,3,2,1,No,Top half,tensor(0.6718),0.8735224586288416,0.7302371541501976,0.7954790096878365,0.49868022091071523,0.8736298496121966,"[[39, 107], [273, 739]]"
PCA,8,Angle Embedding,8,6,3,2,1,No,Top half,tensor(0.7461),0.8716356107660456,0.8320158102766798,0.8513650151668352,0.4913503708917646,0.872019444881527,"[[22, 124], [170, 842]]"
PCA,8,Angle Embedding,8,6,3,2,1,No,Top half,tensor(0.7556),0.8715596330275229,0.8448616600790514,0.8580030105368791,0.4909239807244572,0.8719259021826341,"[[20, 126], [157, 855]]"
PCA,8,Angle Embedding,8,6,3,2,2,No,Top half,tensor(0.7159),0.8652406417112299,0.799407114624506,0.8310220852593735,0.4681967079971845,0.866981770096662,"[[20, 126], [203, 809]]"
PCA,8,Angle Embedding,8,6,3,2,2,No,Top half,tensor(0.7487),0.8697435897435898,0.8379446640316206,0.8535480624056366,0.4840408251664952,0.8704204888750957,"[[19, 127], [164, 848]]"
PCA,8,Angle Embedding,8,6,3,2,2,No,Top half,tensor(0.7530),0.8689024390243902,0.8448616600790514,0.8567134268537074,0.4806500081217175,0.8696809408459953,"[[17, 129], [157, 855]]"
PCA,8,Angle Embedding,9,10,1,3,1,No,Top half,tensor(0.7444),0.8698347107438017,0.8320158102766798,0.8505050505050505,0.4845010558232714,0.8705210675902926,"[[20, 126], [170, 842]]"
PCA,8,Angle Embedding,9,10,1,3,1,No,Top half,tensor(0.7565),0.8701825557809331,0.8478260869565217,0.8588588588588589,0.48555687909469925,0.8707513813955565,"[[18, 128], [154, 858]]"
PCA,8,Angle Embedding,9,10,1,3,1,No,Top half,tensor(0.7617),0.8709677419354839,0.8537549407114624,0.8622754491017963,0.4885213059721696,0.871399575917449,"[[18, 128], [148, 864]]"
PCA,8,Angle Embedding,9,10,1,3,2,No,Top half,tensor(0.7565),0.8709349593495935,0.8468379446640316,0.8587174348697395,0.4884874654827007,0.8713922389600209,"[[19, 127], [155, 857]]"
PCA,8,Angle Embedding,9,10,1,3,2,No,Top half,tensor(0.7634),0.8734817813765182,0.8527667984189723,0.863,0.49830120742866424,0.8735463830798544,"[[21, 125], [149, 863]]"
PCA,8,Angle Embedding,9,10,1,3,2,No,Top half,tensor(0.7642),0.8736097067745198,0.8537549407114624,0.8635682158920539,0.4987952785749093,0.8736551664519618,"[[21, 125], [148, 864]]"
PCA,8,Angle Embedding,9,10,2,9,1,No,Top half,tensor(0.7323),0.8648648648648649,0.8221343873517787,0.8429584599797366,0.4658617142238346,0.8664755603255266,"[[16, 130], [180, 832]]"
PCA,8,Angle Embedding,9,10,2,9,1,No,Top half,tensor(0.7556),0.8678102926337034,0.849802371541502,0.8587119321018472,0.4762710487844496,0.8687280392014756,"[[15, 131], [152, 860]]"
PCA,8,Angle Embedding,9,10,2,9,1,No,Top half,tensor(0.7625),0.8703517587939699,0.8557312252964426,0.8629795714997508,0.4860847907304131,0.8708666243146485,"[[17, 129], [146, 866]]"
PCA,8,Angle Embedding,9,10,2,9,2,No,Top half,tensor(0.7522),0.8695208970438328,0.8428853754940712,0.855995985950828,0.48308652336347396,0.870212147286598,"[[18, 128], [159, 853]]"
PCA,8,Angle Embedding,9,10,2,9,2,No,Top half,tensor(0.7556),0.8693009118541033,0.8478260869565217,0.8584292146073037,0.48213222156045266,0.8700039006749833,"[[17, 129], [154, 858]]"
PCA,8,Angle Embedding,9,10,2,9,2,No,Top half,tensor(0.7599),0.869215291750503,0.8537549407114624,0.8614157527417747,0.4816719909036764,0.8699034129136709,"[[16, 130], [148, 864]]"
PCA,8,Angle Embedding,9,10,3,2,1,No,Top half,tensor(0.7254),0.8644957983193278,0.8132411067193676,0.8380855397148677,0.46483973144187557,0.866255955012614,"[[17, 129], [189, 823]]"
PCA,8,Angle Embedding,9,10,3,2,1,No,Top half,tensor(0.7617),0.8702213279678068,0.8547430830039525,0.8624127617148555,0.48559071958416805,0.870758665944344,"[[17, 129], [147, 865]]"
PCA,8,Angle Embedding,9,10,3,2,1,No,Top half,tensor(0.7573),0.8680765357502518,0.8517786561264822,0.859850374064838,0.4772591910769397,0.8689427437927584,"[[15, 131], [150, 862]]"
PCA,8,Angle Embedding,9,10,3,2,2,No,Top half,tensor(0.7660),0.8708708708708709,0.8596837944664032,0.8652411735454998,0.4880610753153934,0.8712987906499958,"[[17, 129], [142, 870]]"
PCA,8,Angle Embedding,9,10,3,2,2,No,Top half,tensor(0.7642),0.86839481555334,0.8606719367588933,0.864516129032258,0.4782811738588988,0.8691647058047631,"[[14, 132], [141, 871]]"
PCA,8,Angle Embedding,9,10,3,2,2,No,Top half,tensor(0.7660),0.8693918245264207,0.8616600790513834,0.8655086848635236,0.4821999025393903,0.8700183284207736,"[[15, 131], [140, 872]]"
PCA,8,Angle Embedding,10,10,1,3,1,No,Top half,tensor(0.7522),0.868020304568528,0.8448616600790514,0.8562844266399599,0.4772253505874709,0.8689356592652026,"[[16, 130], [157, 855]]"
PCA,8,Angle Embedding,10,10,1,3,1,No,Top half,tensor(0.7617),0.8694779116465864,0.8557312252964426,0.8625498007968128,0.4826601331961665,0.8701188460244962,"[[16, 130], [146, 866]]"
PCA,8,Angle Embedding,10,10,1,3,1,No,Top half,tensor(0.7677),0.8711288711288712,0.8616600790513834,0.8663686040735221,0.48904921760788345,0.8715150721335571,"[[17, 129], [140, 872]]"
PCA,8,Angle Embedding,10,10,1,3,2,No,Top half,tensor(0.7478),0.8696098562628337,0.8369565217391305,0.8529707955689829,0.48354675402025016,0.8703126871999308,"[[19, 127], [165, 847]]"
PCA,8,Angle Embedding,10,10,1,3,2,No,Top half,tensor(0.7513),0.8693877551020408,0.841897233201581,0.855421686746988,0.4825924522172289,0.8701044029399837,"[[18, 128], [160, 852]]"
PCA,8,Angle Embedding,10,10,1,3,2,No,Top half,tensor(0.7573),0.8703140830800405,0.8488142292490118,0.8594297148574287,0.4860509502409443,0.8708593299657513,"[[18, 128], [153, 859]]"
PCA,8,Angle Embedding,10,10,2,9,1,No,Top half,tensor(0.7599),0.8684738955823293,0.8547430830039525,0.8615537848605578,0.4787414045156749,0.8692650601998401,"[[15, 131], [147, 865]]"
PCA,8,Angle Embedding,10,10,2,9,1,No,Top half,tensor(0.7599),0.869215291750503,0.8537549407114624,0.8614157527417747,0.4816719909036764,0.8699034129136709,"[[16, 130], [148, 864]]"
PCA,8,Angle Embedding,10,10,2,9,1,No,Top half,tensor(0.7565),0.8686868686868687,0.849802371541502,0.8591408591408591,0.4796957063186962,0.869472955610292,"[[16, 130], [152, 860]]"
PCA,8,Angle Embedding,10,10,2,9,2,No,Top half,tensor(0.7530),0.8681541582150102,0.8458498023715415,0.8568568568568569,0.47771942173371595,0.8690430490609341,"[[16, 130], [156, 856]]"
PCA,8,Angle Embedding,10,10,2,9,2,No,Top half,tensor(0.7573),0.8688193743693239,0.8507905138339921,0.8597104343484773,0.4801897774649413,0.8695805185634579,"[[16, 130], [151, 861]]"
PCA,8,Angle Embedding,10,10,2,9,2,No,Top half,tensor(0.7565),0.8694331983805668,0.8488142292490118,0.859,0.48262629270669766,0.8701116224985103,"[[17, 129], [153, 859]]"
PCA,8,Angle Embedding,10,10,3,2,1,No,Top half,tensor(0.7530),0.8689024390243902,0.8448616600790514,0.8567134268537074,0.4806500081217175,0.8696809408459953,"[[17, 129], [157, 855]]"
PCA,8,Angle Embedding,10,10,3,2,1,No,Top half,tensor(0.7591),0.8713272543059777,0.849802371541502,0.8604302151075538,0.4899696789214359,0.8717167615711949,"[[19, 127], [152, 860]]"
PCA,8,Angle Embedding,10,10,3,2,1,No,Top half,tensor(0.7582),0.8696969696969697,0.8507905138339921,0.8601398601398602,0.4836144349991879,0.870327168343204,"[[17, 129], [151, 861]]"
PCA,8,Angle Embedding,10,10,3,2,2,No,Top half,tensor(0.7461),0.8701030927835052,0.83399209486166,0.851664984863774,0.4854891981157615,0.8707368213033788,"[[20, 126], [168, 844]]"
PCA,8,Angle Embedding,10,10,3,2,2,No,Top half,tensor(0.7539),0.8712972420837589,0.8428853754940712,0.8568558513309895,0.4899358384319671,0.8717094025425831,"[[20, 126], [159, 853]]"
PCA,8,Angle Embedding,10,10,3,2,2,No,Top half,tensor(0.7573),0.8710659898477158,0.8478260869565217,0.8592889334001002,0.48898153662894583,0.8715003798434808,"[[19, 127], [154, 858]]"
Autoencoder,8,Angle Embedding,1,3,1,3,1,No,Top half,tensor(0.8687),0.8739130434782608,0.9930830039525692,0.9296947271045328,0.4999661595105312,0.873913095419359,"[[1, 145], [7, 1005]]"
Autoencoder,8,Angle Embedding,1,3,1,3,1,No,Top half,tensor(0.8748),0.874675885911841,1.0,0.9331489165514061,0.5034246575342466,0.874675885911841,"[[1, 145], [0, 1012]]"
Autoencoder,8,Angle Embedding,1,3,1,3,1,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,1,3,1,3,2,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,1,3,1,3,2,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,1,3,1,3,2,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,1,3,2,9,1,No,Top half,tensor(0.8109),0.874409820585458,0.9150197628458498,0.8942539835828103,0.5020304293681304,0.8743682424825678,"[[13, 133], [86, 926]]"
Autoencoder,8,Angle Embedding,1,3,2,9,1,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,1,3,2,9,1,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,1,3,2,9,2,No,Top half,tensor(0.8661),0.8735832606800349,0.9901185770750988,0.9282075034738305,0.49848394607179597,0.8735865936049064,"[[1, 145], [10, 1002]]"
Autoencoder,8,Angle Embedding,1,3,2,9,2,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,1,3,2,9,2,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,1,3,3,2,1,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,1,3,3,2,1,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,1,3,3,2,1,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,1,3,3,2,2,No,Top half,tensor(0.8515),0.8723404255319149,0.9723320158102767,0.919626168224299,0.49301532297363154,0.8723841444647837,"[[2, 144], [28, 984]]"
Autoencoder,8,Angle Embedding,1,3,3,2,2,No,Top half,tensor(0.8696),0.8740225890529973,0.9940711462450593,0.9301895515487748,0.5004602306567763,0.8740219840942466,"[[1, 145], [6, 1006]]"
Autoencoder,8,Angle Embedding,1,3,3,2,2,No,Top half,tensor(0.8731),0.8738115816767502,0.9990118577075099,0.9322268326417704,0.49950592885375494,0.8738116893556043,"[[0, 146], [1, 1011]]"
Autoencoder,8,Angle Embedding,2,15,1,3,1,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,2,15,1,3,1,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,2,15,1,3,1,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,2,15,1,3,2,No,Top half,tensor(0.8731),0.8744588744588745,0.9980237154150198,0.9321642824180895,0.5024365152417565,0.8744578105818352,"[[1, 145], [2, 1010]]"
Autoencoder,8,Angle Embedding,2,15,1,3,2,No,Top half,tensor(0.8731),0.8744588744588745,0.9980237154150198,0.9321642824180895,0.5024365152417565,0.8744578105818352,"[[1, 145], [2, 1010]]"
Autoencoder,8,Angle Embedding,2,15,1,3,2,No,Top half,tensor(0.8731),0.8738115816767502,0.9990118577075099,0.9322268326417704,0.49950592885375494,0.8738116893556043,"[[0, 146], [1, 1011]]"
Autoencoder,8,Angle Embedding,2,15,2,9,1,No,Top half,tensor(0.8532),0.8745551601423488,0.9713438735177866,0.9204119850187267,0.5027952244301261,0.874536974750556,"[[5, 141], [29, 983]]"
Autoencoder,8,Angle Embedding,2,15,2,9,1,No,Top half,tensor(0.8687),0.8739130434782608,0.9930830039525692,0.9296947271045328,0.4999661595105312,0.873913095419359,"[[1, 145], [7, 1005]]"
Autoencoder,8,Angle Embedding,2,15,2,9,1,No,Top half,tensor(0.8731),0.8744588744588745,0.9980237154150198,0.9321642824180895,0.5024365152417565,0.8744578105818352,"[[1, 145], [2, 1010]]"
Autoencoder,8,Angle Embedding,2,15,2,9,2,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,2,15,2,9,2,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,2,15,2,9,2,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,2,15,3,2,1,No,Top half,tensor(0.8143),0.8770104068117314,0.91600790513834,0.8960850652489125,0.5127984731171151,0.8767508834901407,"[[16, 130], [85, 927]]"
Autoencoder,8,Angle Embedding,2,15,3,2,1,No,Top half,tensor(0.8472),0.874439461883408,0.9634387351778656,0.9167842031029619,0.5022673127944123,0.874420489906495,"[[6, 140], [37, 975]]"
Autoencoder,8,Angle Embedding,2,15,3,2,1,No,Top half,tensor(0.8653),0.8734729493891797,0.9891304347826086,0.9277108433734939,0.4979898749255509,0.8734778146423084,"[[1, 145], [11, 1001]]"
Autoencoder,8,Angle Embedding,2,15,3,2,2,No,Top half,tensor(0.7988),0.8770571151984511,0.8952569169960475,0.8860635696821516,0.5126969516487087,0.8767285819699226,"[[19, 127], [106, 906]]"
Autoencoder,8,Angle Embedding,2,15,3,2,2,No,Top half,tensor(0.8532),0.8738898756660746,0.9723320158102767,0.9204864359214219,0.49986463804212466,0.8738907244371287,"[[4, 142], [28, 984]]"
Autoencoder,8,Angle Embedding,2,15,3,2,2,No,Top half,tensor(0.8618),0.873029772329247,0.9851778656126482,0.9257195914577531,0.4960135903405707,0.8730429755952714,"[[1, 145], [15, 997]]"
Autoencoder,8,Angle Embedding,3,2,1,3,1,No,Top half,tensor(0.8644),0.8733624454148472,0.9881422924901185,0.927213722763097,0.49749580377930586,0.8733690632875213,"[[1, 145], [12, 1000]]"
Autoencoder,8,Angle Embedding,3,2,1,3,1,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,3,2,1,3,1,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,3,2,1,3,2,No,Top half,tensor(0.8713),0.8742411101474414,0.9960474308300395,0.9311778290993071,0.5014483729492664,0.8742398431218666,"[[1, 145], [4, 1008]]"
Autoencoder,8,Angle Embedding,3,2,1,3,2,No,Top half,tensor(0.8748),0.874675885911841,1.0,0.9331489165514061,0.5034246575342466,0.874675885911841,"[[1, 145], [0, 1012]]"
Autoencoder,8,Angle Embedding,3,2,1,3,2,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,3,2,2,9,1,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,3,2,2,9,1,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,3,2,2,9,1,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,3,2,2,9,2,No,Top half,tensor(0.7245),0.8828729281767956,0.7895256916996047,0.8335941575378196,0.5317491472196654,0.8809886831358369,"[[40, 106], [213, 799]]"
Autoencoder,8,Angle Embedding,3,2,2,9,2,No,Top half,tensor(0.8489),0.8746642793196061,0.9654150197628458,0.9178017848755284,0.5032554550869024,0.8746385575483708,"[[6, 140], [35, 977]]"
Autoencoder,8,Angle Embedding,3,2,2,9,2,No,Top half,tensor(0.8696),0.8733738074588031,0.9950592885375494,0.9302540415704388,0.4975296442687747,0.8733765087691698,"[[0, 146], [5, 1007]]"
Autoencoder,8,Angle Embedding,3,2,3,2,1,No,Top half,tensor(0.8679),0.8738033072236727,0.9920948616600791,0.929199444701527,0.49947208836428614,0.8738042340652012,"[[1, 145], [8, 1004]]"
Autoencoder,8,Angle Embedding,3,2,3,2,1,No,Top half,tensor(0.8739),0.8745674740484429,0.9990118577075099,0.9326568265682657,0.5029305863880016,0.874566834798076,"[[1, 145], [1, 1011]]"
Autoencoder,8,Angle Embedding,3,2,3,2,1,No,Top half,tensor(0.8739),0.8745674740484429,0.9990118577075099,0.9326568265682657,0.5029305863880016,0.874566834798076,"[[1, 145], [1, 1011]]"
Autoencoder,8,Angle Embedding,3,2,3,2,2,No,Top half,tensor(0.7573),0.887592788971368,0.8270750988142292,0.8562659846547314,0.5505238507769776,0.8852285188611809,"[[40, 106], [175, 837]]"
Autoencoder,8,Angle Embedding,3,2,3,2,2,No,Top half,tensor(0.8601),0.8728070175438597,0.983201581027668,0.9247211895910782,0.4950254480480806,0.8728257231735671,"[[1, 145], [17, 995]]"
Autoencoder,8,Angle Embedding,3,2,3,2,2,No,Top half,tensor(0.8739),0.8745674740484429,0.9990118577075099,0.9326568265682657,0.5029305863880016,0.874566834798076,"[[1, 145], [1, 1011]]"
Autoencoder,8,Angle Embedding,4,2,1,3,1,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,4,2,1,3,1,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,4,2,1,3,1,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,4,2,1,3,2,No,Top half,tensor(0.8515),0.8743315508021391,0.9693675889328063,0.9194001874414245,0.501807082137636,0.8743189609386228,"[[5, 141], [31, 981]]"
Autoencoder,8,Angle Embedding,4,2,1,3,2,No,Top half,tensor(0.8739),0.8745674740484429,0.9990118577075099,0.9326568265682657,0.5029305863880016,0.874566834798076,"[[1, 145], [1, 1011]]"
Autoencoder,8,Angle Embedding,4,2,1,3,2,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,4,2,2,9,1,No,Top half,tensor(0.8687),0.8739130434782608,0.9930830039525692,0.9296947271045328,0.4999661595105312,0.873913095419359,"[[1, 145], [7, 1005]]"
Autoencoder,8,Angle Embedding,4,2,2,9,1,No,Top half,tensor(0.8713),0.8742411101474414,0.9960474308300395,0.9311778290993071,0.5014483729492664,0.8742398431218666,"[[1, 145], [4, 1008]]"
Autoencoder,8,Angle Embedding,4,2,2,9,1,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,4,2,2,9,2,No,Top half,tensor(0.8731),0.8738115816767502,0.9990118577075099,0.9322268326417704,0.49950592885375494,0.8738116893556043,"[[0, 146], [1, 1011]]"
Autoencoder,8,Angle Embedding,4,2,2,9,2,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,4,2,2,9,2,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,4,2,3,2,1,No,Top half,tensor(0.8731),0.8738115816767502,0.9990118577075099,0.9322268326417704,0.49950592885375494,0.8738116893556043,"[[0, 146], [1, 1011]]"
Autoencoder,8,Angle Embedding,4,2,3,2,1,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,4,2,3,2,1,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,4,2,3,2,2,No,Top half,tensor(0.8316),0.8744271310724107,0.9426877470355731,0.9072753209700428,0.5021657913260058,0.8743980979232683,"[[9, 137], [58, 954]]"
Autoencoder,8,Angle Embedding,4,2,3,2,2,No,Top half,tensor(0.8618),0.873029772329247,0.9851778656126482,0.9257195914577531,0.4960135903405707,0.8730429755952714,"[[1, 145], [15, 997]]"
Autoencoder,8,Angle Embedding,4,2,3,2,2,No,Top half,tensor(0.8722),0.8743500866551126,0.9970355731225297,0.9316712834718375,0.5019424440955114,0.8743488133330433,"[[1, 145], [3, 1009]]"
Autoencoder,8,Angle Embedding,5,4,1,3,1,No,Top half,tensor(0.8515),0.8723404255319149,0.9723320158102767,0.919626168224299,0.49301532297363154,0.8723841444647837,"[[2, 144], [28, 984]]"
Autoencoder,8,Angle Embedding,5,4,1,3,1,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,5,4,1,3,1,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,5,4,1,3,2,No,Top half,tensor(0.8731),0.8738115816767502,0.9990118577075099,0.9322268326417704,0.49950592885375494,0.8738116893556043,"[[0, 146], [1, 1011]]"
Autoencoder,8,Angle Embedding,5,4,1,3,2,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,5,4,1,3,2,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
Autoencoder,8,Angle Embedding,5,4,2,9,1,No,Top half,tensor(0.8584),0.8745583038869258,0.9782608695652174,0.9235074626865672,0.502829064919595,0.8745444397301889,"[[4, 142], [22, 990]]"
Autoencoder,8,Angle Embedding,5,4,2,9,1,No,Top half,tensor(0.8705),0.8741319444444444,0.9950592885375494,0.9306839186691311,0.5009543018030214,0.8741309000187161,"[[1, 145], [5, 1007]]"
Autoencoder,8,Angle Embedding,5,4,2,9,1,No,Top half,tensor(0.8731),0.8738115816767502,0.9990118577075099,0.9322268326417704,0.49950592885375494,0.8738116893556043,"[[0, 146], [1, 1011]]"
Autoencoder,8,Angle Embedding,5,4,2,9,2,No,Top half,tensor(0.8394),0.8754545454545455,0.9515810276679841,0.9119318181818182,0.5066124316422113,0.8753802711006935,"[[9, 137], [49, 963]]"
Autoencoder,8,Angle Embedding,5,4,2,9,2,No,Top half,tensor(0.8618),0.8743409490333919,0.983201581027668,0.9255813953488372,0.5018747631165738,0.8743338870392633,"[[3, 143], [17, 995]]"
Autoencoder,8,Angle Embedding,5,4,2,9,2,No,Top half,tensor(0.8670),0.8736933797909407,0.991106719367589,0.9287037037037038,0.4989780172180411,0.8736954001031688,"[[1, 145], [9, 1003]]"
Autoencoder,8,Angle Embedding,5,4,3,2,1,No,Top half,tensor(0.8739),0.8745674740484429,0.9990118577075099,0.9326568265682657,0.5029305863880016,0.874566834798076,"[[1, 145], [1, 1011]]"
Autoencoder,8,Angle Embedding,5,4,3,2,1,No,Top half,tensor(0.8739),0.8739205526770294,1.0,0.9327188940092166,0.5,0.8739205526770294,"[[0, 146], [0, 1012]]"
