Preprocessing Method,Num of Features,Encoding Method,Convolutional Layer Architecture,Num of Params,Pooling Architecture,Num of Params,Convs per Layer,Special Pooling,Pooling Direction,Accuracy,Precision,Recall,F1 Score,AUROC,AUPRC,Confusion Matrix
PCA,8,Angle Embedding,2,15,1,3,1,No,Top half,tensor(0.8256),0.870201096892139,0.9407114624505929,0.9040835707502375,0.48405436136228275,0.8704216179861047,"[[4, 142], [60, 952]]"
PCA,8,Angle Embedding,2,15,1,3,1,No,Top half,tensor(0.8256),0.870201096892139,0.9407114624505929,0.9040835707502375,0.48405436136228275,0.8704216179861047,"[[4, 142], [60, 952]]"
PCA,8,Angle Embedding,2,15,1,3,2,No,Top half,tensor(0.8187),0.8712962962962963,0.9298418972332015,0.8996175908221797,0.4888935513563268,0.8714804091451422,"[[7, 139], [71, 941]]"
PCA,8,Angle Embedding,2,15,1,3,2,No,Top half,tensor(0.8230),0.8705234159779615,0.9367588932806324,0.9024274155164208,0.4855027343115491,0.8707382546624876,"[[5, 141], [64, 948]]"
PCA,8,Angle Embedding,2,15,1,3,2,No,Top half,tensor(0.8256),0.8715596330275229,0.9387351778656127,0.9039010466222646,0.4899155341382858,0.8717042743499235,"[[6, 140], [62, 950]]"
PCA,8,Angle Embedding,2,15,2,9,1,No,Top half,tensor(0.8152),0.8680811808118081,0.9298418972332015,0.8979007633587787,0.4751949212193405,0.8684908600632218,"[[3, 143], [71, 941]]"
PCA,8,Angle Embedding,2,15,2,9,1,No,Top half,tensor(0.8195),0.8686868686868687,0.9347826086956522,0.9005235602094241,0.4776652769505658,0.8690281959036184,"[[3, 143], [66, 946]]"
PCA,8,Angle Embedding,2,15,2,9,1,No,Top half,tensor(0.8230),0.869167429094236,0.9387351778656127,0.9026128266033254,0.47964156153554605,0.8694586283651187,"[[3, 143], [62, 950]]"
PCA,8,Angle Embedding,2,15,2,9,2,No,Top half,tensor(0.8187),0.8678899082568807,0.9347826086956522,0.9000951474785918,0.4742406194163193,0.868283211153847,"[[2, 144], [66, 946]]"
PCA,8,Angle Embedding,2,15,2,9,2,No,Top half,tensor(0.8195),0.8680109990834097,0.9357707509881423,0.9006181645268664,0.47473469056256434,0.8683905652727232,"[[2, 144], [65, 947]]"
PCA,8,Angle Embedding,2,15,2,9,2,No,Top half,tensor(0.8238),0.8686131386861314,0.9407114624505929,0.903225806451613,0.4772050462937896,0.868927807499821,"[[2, 144], [60, 952]]"
PCA,8,Angle Embedding,2,15,3,2,1,No,Top half,tensor(0.8187),0.8740671641791045,0.9258893280632411,0.899232245681382,0.5006158969083329,0.874056298702172,"[[11, 135], [75, 937]]"
PCA,8,Angle Embedding,2,15,3,2,1,No,Top half,tensor(0.8273),0.8724770642201835,0.9397233201581028,0.9048525214081826,0.4938342628187774,0.8725640729117522,"[[7, 139], [61, 951]]"
PCA,8,Angle Embedding,2,15,3,2,1,No,Top half,tensor(0.8264),0.8730450781968722,0.9377470355731226,0.9042401143401619,0.4962707780605339,0.873099579078542,"[[8, 138], [63, 949]]"
PCA,8,Angle Embedding,2,15,3,2,2,No,Top half,tensor(0.7642),0.8691308691308691,0.8596837944664032,0.8643815201192251,0.4812117602469002,0.869802939351773,"[[15, 131], [142, 870]]"
PCA,8,Angle Embedding,2,15,3,2,2,No,Top half,tensor(0.7945),0.8664772727272727,0.9041501976284585,0.8849129593810445,0.46919838648546214,0.867190709639453,"[[5, 141], [97, 915]]"
PCA,8,Angle Embedding,2,15,3,2,2,No,Top half,tensor(0.8048),0.8672897196261682,0.9169960474308301,0.8914505283381364,0.47219665385240134,0.867840104978216,"[[4, 142], [84, 928]]"
PCA,8,Angle Embedding,3,2,1,3,1,No,Top half,tensor(0.8256),0.8688524590163934,0.9426877470355731,0.9042654028436019,0.47819318858627974,0.8691429228823192,"[[2, 144], [58, 954]]"
PCA,8,Angle Embedding,3,2,1,3,1,No,Top half,tensor(0.8282),0.8705560619872379,0.9436758893280632,0.905642484589853,0.4855365748010179,0.8707455639332045,"[[4, 142], [57, 955]]"
PCA,8,Angle Embedding,3,2,1,3,1,No,Top half,tensor(0.8299),0.8707916287534122,0.9456521739130435,0.9066792989104691,0.48652471709350803,0.8709616789666522,"[[4, 142], [55, 957]]"
PCA,8,Angle Embedding,3,2,1,3,2,No,Top half,tensor(0.7962),0.8667296786389413,0.9061264822134387,0.8859903381642511,0.47018652877795225,0.8674047112808567,"[[5, 141], [95, 917]]"
PCA,8,Angle Embedding,3,2,1,3,2,No,Top half,tensor(0.8048),0.8666044776119403,0.9179841897233202,0.8915547024952015,0.4692660674643998,0.8672045114364486,"[[3, 143], [83, 929]]"
PCA,8,Angle Embedding,3,2,1,3,2,No,Top half,tensor(0.8152),0.8680811808118081,0.9298418972332015,0.8979007633587787,0.4751949212193405,0.8684908600632218,"[[3, 143], [71, 941]]"
PCA,8,Angle Embedding,3,2,2,9,1,No,Top half,tensor(0.7314),0.870899470899471,0.8132411067193676,0.8410832907511497,0.4888123341816016,0.871463684788758,"[[24, 122], [189, 823]]"
PCA,8,Angle Embedding,3,2,2,9,1,No,Top half,tensor(0.8169),0.8676470588235294,0.932806324110672,0.8990476190476191,0.4732524771238291,0.8680685979362152,"[[2, 144], [68, 944]]"
PCA,8,Angle Embedding,3,2,2,9,1,No,Top half,tensor(0.8230),0.8684931506849315,0.9397233201581028,0.9027052681537733,0.47671097514754457,0.8688202964571825,"[[2, 144], [61, 951]]"
PCA,8,Angle Embedding,3,2,2,9,2,No,Top half,tensor(0.8204),0.8708487084870848,0.932806324110672,0.9007633587786259,0.4869511072608155,0.8710551169899665,"[[6, 140], [68, 944]]"
PCA,8,Angle Embedding,3,2,2,9,2,No,Top half,tensor(0.8221),0.8704044117647058,0.9357707509881423,0.9019047619047619,0.48500866316530405,0.8706302508549242,"[[5, 141], [65, 947]]"
PCA,8,Angle Embedding,3,2,2,9,2,No,Top half,tensor(0.8230),0.8712051517939282,0.9357707509881423,0.9023344449737971,0.48843332069955064,0.8713795599534159,"[[6, 140], [65, 947]]"
PCA,8,Angle Embedding,3,2,3,2,1,No,Top half,tensor(0.8256),0.8708791208791209,0.9397233201581028,0.9039923954372624,0.4869849477502843,0.8710624482898645,"[[5, 141], [61, 951]]"
PCA,8,Angle Embedding,3,2,3,2,1,No,Top half,tensor(0.8290),0.8727106227106227,0.941699604743083,0.905893536121673,0.4948224051112675,0.8727811621058974,"[[7, 139], [59, 953]]"
PCA,8,Angle Embedding,3,2,3,2,1,No,Top half,tensor(0.8307),0.8729433272394881,0.9436758893280632,0.9069325735992404,0.49581054740375763,0.8729983685931837,"[[7, 139], [57, 955]]"
PCA,8,Angle Embedding,3,2,3,2,2,No,Top half,tensor(0.8273),0.8697632058287796,0.9436758893280632,0.9052132701421801,0.48211191726677133,0.8699973646927621,"[[3, 143], [57, 955]]"
PCA,8,Angle Embedding,3,2,3,2,2,No,Top half,tensor(0.8290),0.8693284936479129,0.9466403162055336,0.9063386944181646,0.48016947317125996,0.869573524465672,"[[2, 144], [54, 958]]"
PCA,8,Angle Embedding,3,2,3,2,2,No,Top half,tensor(0.8290),0.8693284936479129,0.9466403162055336,0.9063386944181646,0.48016947317125996,0.869573524465672,"[[2, 144], [54, 958]]"
PCA,8,Angle Embedding,4,2,1,3,1,No,Top half,tensor(0.8316),0.8723792160437557,0.9456521739130435,0.9075391180654337,0.4933740321620012,0.8724629843390422,"[[6, 140], [55, 957]]"
PCA,8,Angle Embedding,4,2,1,3,1,No,Top half,tensor(0.8325),0.8724954462659381,0.9466403162055336,0.9080568720379147,0.49386810330824626,0.8725714894934075,"[[6, 140], [54, 958]]"
PCA,8,Angle Embedding,4,2,1,3,1,No,Top half,tensor(0.8325),0.8724954462659381,0.9466403162055336,0.9080568720379147,0.49386810330824626,0.8725714894934075,"[[6, 140], [54, 958]]"
PCA,8,Angle Embedding,4,2,1,3,2,No,Top half,tensor(0.8204),0.8701657458563536,0.9337944664031621,0.9008579599618685,0.48402052087281394,0.8704143348454695,"[[5, 141], [67, 945]]"
PCA,8,Angle Embedding,4,2,1,3,2,No,Top half,tensor(0.8238),0.8706422018348624,0.9377470355731226,0.9029495718363465,0.48599680545779417,0.8708462888932187,"[[5, 141], [63, 949]]"
PCA,8,Angle Embedding,4,2,1,3,2,No,Top half,tensor(0.8256),0.8695255474452555,0.941699604743083,0.9041745730550285,0.4811237749742812,0.8697817779874242,"[[3, 143], [59, 953]]"
PCA,8,Angle Embedding,4,2,2,9,1,No,Top half,tensor(0.8282),0.8739650413983441,0.9387351778656127,0.9051929490233445,0.5001895067410255,0.8739623158047458,"[[9, 137], [62, 950]]"
PCA,8,Angle Embedding,4,2,2,9,1,No,Top half,tensor(0.8290),0.8727106227106227,0.941699604743083,0.905893536121673,0.4948224051112675,0.8727811621058974,"[[7, 139], [59, 953]]"
PCA,8,Angle Embedding,4,2,2,9,1,No,Top half,tensor(0.8273),0.8724770642201835,0.9397233201581028,0.9048525214081826,0.4938342628187774,0.8725640729117522,"[[7, 139], [61, 951]]"
PCA,8,Angle Embedding,4,2,2,9,2,No,Top half,tensor(0.8238),0.8692870201096892,0.9397233201581028,0.9031339031339031,0.4801356326817911,0.8695663140687877,"[[3, 143], [61, 951]]"
PCA,8,Angle Embedding,4,2,2,9,2,No,Top half,tensor(0.8247),0.8687329079307201,0.941699604743083,0.9037458511142723,0.4776991174400347,0.8690353496698825,"[[2, 144], [59, 953]]"
PCA,8,Angle Embedding,4,2,2,9,2,No,Top half,tensor(0.8282),0.8698817106460418,0.9446640316205533,0.9057318806252961,0.4826059884130164,0.8701052038809581,"[[3, 143], [56, 956]]"
PCA,8,Angle Embedding,4,2,3,2,1,No,Top half,tensor(0.8109),0.869524697110904,0.9219367588932806,0.8949640287769783,0.4815163246521198,0.8698678518438328,"[[6, 140], [79, 933]]"
PCA,8,Angle Embedding,4,2,3,2,1,No,Top half,tensor(0.8187),0.8706099815157117,0.9308300395256917,0.8997134670487107,0.48596296496832536,0.8708389735920874,"[[6, 140], [70, 942]]"
PCA,8,Angle Embedding,4,2,3,2,1,No,Top half,tensor(0.8247),0.8714416896235078,0.9377470355731226,0.9033793431699191,0.4894214629920408,0.8715960061969977,"[[6, 140], [63, 949]]"
PCA,8,Angle Embedding,4,2,3,2,2,No,Top half,tensor(0.8282),0.8678733031674208,0.9476284584980237,0.9059990552668871,0.47381422924901184,0.8681900069460861,"[[0, 146], [53, 959]]"
PCA,8,Angle Embedding,4,2,3,2,2,No,Top half,tensor(0.8307),0.8688969258589512,0.9496047430830039,0.907459867799811,0.47822702907574854,0.8691500928231033,"[[1, 145], [51, 961]]"
PCA,8,Angle Embedding,4,2,3,2,2,No,Top half,tensor(0.8299),0.8694469628286491,0.9476284584980237,0.906855791962175,0.480663544317505,0.8696812516250564,"[[2, 144], [53, 959]]"
PCA,8,Angle Embedding,5,4,1,3,1,No,Top half,tensor(0.8212),0.8702851885924563,0.9347826086956522,0.9013816102906146,0.484514592019059,0.8705222775544937,"[[5, 141], [66, 946]]"
PCA,8,Angle Embedding,5,4,1,3,1,No,Top half,tensor(0.8247),0.8707607699358387,0.9387351778656127,0.903471231573942,0.4864908766040392,0.8709543534634612,"[[5, 141], [62, 950]]"
PCA,8,Angle Embedding,5,4,1,3,1,No,Top half,tensor(0.8290),0.8720292504570384,0.9426877470355731,0.9059829059829061,0.49189181872326604,0.8721376452483027,"[[6, 140], [58, 954]]"
PCA,8,Angle Embedding,5,4,1,3,2,No,Top half,tensor(0.8221),0.8724584103512015,0.932806324110672,0.9016236867239733,0.4938004223293086,0.8725566570687473,"[[8, 138], [68, 944]]"
PCA,8,Angle Embedding,5,4,1,3,2,No,Top half,tensor(0.8290),0.8740808823529411,0.9397233201581028,0.9057142857142857,0.5006835778872706,0.8740712182123971,"[[9, 137], [61, 951]]"
PCA,8,Angle Embedding,5,4,1,3,2,No,Top half,tensor(0.8299),0.8741965105601469,0.9407114624505929,0.9062351261304141,0.5011776490335157,0.8741801494208317,"[[9, 137], [60, 952]]"
PCA,8,Angle Embedding,5,4,2,9,1,No,Top half,tensor(0.8256),0.8695255474452555,0.941699604743083,0.9041745730550285,0.4811237749742812,0.8697817779874242,"[[3, 143], [59, 953]]"
PCA,8,Angle Embedding,5,4,2,9,1,No,Top half,tensor(0.8256),0.8695255474452555,0.941699604743083,0.9041745730550285,0.4811237749742812,0.8697817779874242,"[[3, 143], [59, 953]]"
PCA,8,Angle Embedding,5,4,2,9,1,No,Top half,tensor(0.8256),0.8695255474452555,0.941699604743083,0.9041745730550285,0.4811237749742812,0.8697817779874242,"[[3, 143], [59, 953]]"
PCA,8,Angle Embedding,5,4,2,9,2,No,Top half,tensor(0.7962),0.8688212927756654,0.9031620553359684,0.8856589147286822,0.4789782879419568,0.8693150946238213,"[[8, 138], [98, 914]]"
PCA,8,Angle Embedding,5,4,2,9,2,No,Top half,tensor(0.8109),0.869524697110904,0.9219367588932806,0.8949640287769783,0.4815163246521198,0.8698678518438328,"[[6, 140], [79, 933]]"
PCA,8,Angle Embedding,5,4,2,9,2,No,Top half,tensor(0.8109),0.869524697110904,0.9219367588932806,0.8949640287769783,0.4815163246521198,0.8698678518438328,"[[6, 140], [79, 933]]"
PCA,8,Angle Embedding,5,4,3,2,1,No,Top half,tensor(0.8152),0.8715083798882681,0.924901185770751,0.897411313518696,0.4898478531593481,0.8716895312044202,"[[8, 138], [76, 936]]"
PCA,8,Angle Embedding,5,4,3,2,1,No,Top half,tensor(0.8204),0.8722222222222222,0.9308300395256917,0.9005736137667304,0.49281228003681843,0.8723396956726536,"[[8, 138], [70, 942]]"
PCA,8,Angle Embedding,5,4,3,2,1,No,Top half,tensor(0.8230),0.8725761772853186,0.9337944664031621,0.9021479713603819,0.49429449347555365,0.8726651823754812,"[[8, 138], [67, 945]]"
PCA,8,Angle Embedding,5,4,3,2,2,No,Top half,tensor(0.8057),0.8667287977632805,0.9189723320158103,0.8920863309352518,0.46976013861064486,0.8673115288926554,"[[3, 143], [82, 930]]"
PCA,8,Angle Embedding,5,4,3,2,2,No,Top half,tensor(0.8152),0.8674033149171271,0.9308300395256917,0.897998093422307,0.472264334831339,0.8678541119953812,"[[2, 144], [70, 942]]"
PCA,8,Angle Embedding,5,4,3,2,2,No,Top half,tensor(0.8143),0.8672811059907835,0.9298418972332015,0.8974725798760133,0.47177026368509395,0.8677469169737118,"[[2, 144], [71, 941]]"
PCA,8,Angle Embedding,6,6,1,3,1,No,Top half,tensor(0.8282),0.8705560619872379,0.9436758893280632,0.905642484589853,0.4855365748010179,0.8707455639332045,"[[4, 142], [57, 955]]"
PCA,8,Angle Embedding,6,6,1,3,1,No,Top half,tensor(0.8282),0.8705560619872379,0.9436758893280632,0.905642484589853,0.4855365748010179,0.8707455639332045,"[[4, 142], [57, 955]]"
PCA,8,Angle Embedding,6,6,1,3,1,No,Top half,tensor(0.8282),0.8705560619872379,0.9436758893280632,0.905642484589853,0.4855365748010179,0.8707455639332045,"[[4, 142], [57, 955]]"
PCA,8,Angle Embedding,6,6,1,3,2,No,Top half,tensor(0.8264),0.8703196347031964,0.941699604743083,0.9046037019458947,0.48454843250852786,0.8705295696443587,"[[4, 142], [59, 953]]"
PCA,8,Angle Embedding,6,6,1,3,2,No,Top half,tensor(0.8282),0.8705560619872379,0.9436758893280632,0.905642484589853,0.4855365748010179,0.8707455639332045,"[[4, 142], [57, 955]]"
PCA,8,Angle Embedding,6,6,1,3,2,No,Top half,tensor(0.8307),0.8702359346642469,0.9476284584980237,0.9072847682119205,0.48408820185175155,0.8704289037894222,"[[3, 143], [53, 959]]"
PCA,8,Angle Embedding,6,6,2,9,1,No,Top half,tensor(0.8195),0.8707294552169899,0.9318181818181818,0.9002386634844869,0.48645703611457036,0.8709470300438107,"[[6, 140], [69, 943]]"
PCA,8,Angle Embedding,6,6,2,9,1,No,Top half,tensor(0.8230),0.871889400921659,0.9347826086956522,0.9022412970910825,0.4913639070875521,0.8720218673404875,"[[7, 139], [66, 946]]"
PCA,8,Angle Embedding,6,6,2,9,1,No,Top half,tensor(0.8247),0.8721251149954001,0.9367588932806324,0.9032872796569794,0.49235204938004223,0.8722386604614321,"[[7, 139], [64, 948]]"
PCA,8,Angle Embedding,6,6,2,9,2,No,Top half,tensor(0.8178),0.871866295264624,0.9278656126482213,0.8989947343226423,0.49133006659808326,0.8720144778645307,"[[8, 138], [73, 939]]"
PCA,8,Angle Embedding,6,6,2,9,2,No,Top half,tensor(0.8256),0.8708791208791209,0.9397233201581028,0.9039923954372624,0.4869849477502843,0.8710624482898645,"[[5, 141], [61, 951]]"
PCA,8,Angle Embedding,6,6,2,9,2,No,Top half,tensor(0.8290),0.87,0.9456521739130435,0.90625,0.4831000595592614,0.870213073515056,"[[3, 143], [55, 957]]"
PCA,8,Angle Embedding,6,6,3,2,1,No,Top half,tensor(0.8169),0.8703703703703703,0.9288537549407114,0.8986615678776291,0.4849748226758352,0.870622952510765,"[[6, 140], [72, 940]]"
PCA,8,Angle Embedding,6,6,3,2,1,No,Top half,tensor(0.8238),0.8713235294117647,0.9367588932806324,0.9028571428571428,0.4889273918457957,0.871487768037236,"[[6, 140], [64, 948]]"
PCA,8,Angle Embedding,6,6,3,2,1,No,Top half,tensor(0.8247),0.8707607699358387,0.9387351778656127,0.903471231573942,0.4864908766040392,0.8709543534634612,"[[5, 141], [62, 950]]"
PCA,8,Angle Embedding,6,6,3,2,2,No,Top half,tensor(0.7599),0.8744897959183674,0.8468379446640316,0.8604417670682731,0.5021860956196871,0.874402609453538,"[[23, 123], [155, 857]]"
PCA,8,Angle Embedding,6,6,3,2,2,No,Top half,tensor(0.8178),0.8725581395348837,0.9268774703557312,0.8988979396262579,0.4942606529860848,0.8726577626302581,"[[9, 137], [74, 938]]"
PCA,8,Angle Embedding,6,6,3,2,2,No,Top half,tensor(0.8230),0.8725761772853186,0.9337944664031621,0.9021479713603819,0.49429449347555365,0.8726651823754812,"[[8, 138], [67, 945]]"
PCA,8,Angle Embedding,7,6,1,3,1,No,Top half,tensor(0.8143),0.8693234476367007,0.9268774703557312,0.8971783835485414,0.48056202284909844,0.8696595995862899,"[[5, 141], [74, 938]]"
PCA,8,Angle Embedding,7,6,1,3,1,No,Top half,tensor(0.8273),0.8711151736745887,0.941699604743083,0.9050332383665718,0.4879730900427744,0.8712787283792764,"[[5, 141], [59, 953]]"
PCA,8,Angle Embedding,7,6,1,3,1,No,Top half,tensor(0.8273),0.8724770642201835,0.9397233201581028,0.9048525214081826,0.4938342628187774,0.8725640729117522,"[[7, 139], [61, 951]]"
PCA,8,Angle Embedding,7,6,1,3,2,No,Top half,tensor(0.8273),0.8724770642201835,0.9397233201581028,0.9048525214081826,0.4938342628187774,0.8725640729117522,"[[7, 139], [61, 951]]"
PCA,8,Angle Embedding,7,6,1,3,2,No,Top half,tensor(0.8247),0.8721251149954001,0.9367588932806324,0.9032872796569794,0.49235204938004223,0.8722386604614321,"[[7, 139], [64, 948]]"
PCA,8,Angle Embedding,7,6,1,3,2,No,Top half,tensor(0.8247),0.8721251149954001,0.9367588932806324,0.9032872796569794,0.49235204938004223,0.8722386604614321,"[[7, 139], [64, 948]]"
PCA,8,Angle Embedding,7,6,2,9,1,No,Top half,tensor(0.8230),0.8684931506849315,0.9397233201581028,0.9027052681537733,0.47671097514754457,0.8688202964571825,"[[2, 144], [61, 951]]"
PCA,8,Angle Embedding,7,6,2,9,1,No,Top half,tensor(0.8230),0.8684931506849315,0.9397233201581028,0.9027052681537733,0.47671097514754457,0.8688202964571825,"[[2, 144], [61, 951]]"
PCA,8,Angle Embedding,7,6,2,9,1,No,Top half,tensor(0.8238),0.8686131386861314,0.9407114624505929,0.903225806451613,0.4772050462937896,0.868927807499821,"[[2, 144], [60, 952]]"
PCA,8,Angle Embedding,7,6,2,9,2,No,Top half,tensor(0.8247),0.8687329079307201,0.941699604743083,0.9037458511142723,0.4776991174400347,0.8690353496698825,"[[2, 144], [59, 953]]"
PCA,8,Angle Embedding,7,6,2,9,2,No,Top half,tensor(0.8256),0.8688524590163934,0.9426877470355731,0.9042654028436019,0.47819318858627974,0.8691429228823192,"[[2, 144], [58, 954]]"
PCA,8,Angle Embedding,7,6,2,9,2,No,Top half,tensor(0.8290),0.87,0.9456521739130435,0.90625,0.4831000595592614,0.870213073515056,"[[3, 143], [55, 957]]"
PCA,8,Angle Embedding,7,6,3,2,1,No,Top half,tensor(0.8178),0.8691244239631336,0.9318181818181818,0.899380066762041,0.4796077210460772,0.869451432739081,"[[4, 142], [69, 943]]"
PCA,8,Angle Embedding,7,6,3,2,1,No,Top half,tensor(0.8238),0.8692870201096892,0.9397233201581028,0.9031339031339031,0.4801356326817911,0.8695663140687877,"[[3, 143], [61, 951]]"
PCA,8,Angle Embedding,7,6,3,2,1,No,Top half,tensor(0.8282),0.8698817106460418,0.9446640316205533,0.9057318806252961,0.4826059884130164,0.8701052038809581,"[[3, 143], [56, 956]]"
PCA,8,Angle Embedding,7,6,3,2,2,No,Top half,tensor(0.8290),0.8713503649635036,0.9436758893280632,0.9060721062618595,0.4889612323352645,0.871495128500728,"[[5, 141], [57, 955]]"
PCA,8,Angle Embedding,7,6,3,2,2,No,Top half,tensor(0.8307),0.8709090909090909,0.9466403162055336,0.9071969696969696,0.4870187882397531,0.8710697815567872,"[[4, 142], [54, 958]]"
PCA,8,Angle Embedding,7,6,3,2,2,No,Top half,tensor(0.8307),0.8709090909090909,0.9466403162055336,0.9071969696969696,0.4870187882397531,0.8710697815567872,"[[4, 142], [54, 958]]"
PCA,8,Angle Embedding,8,6,1,3,1,No,Top half,tensor(0.8040),0.8706326723323891,0.9110671936758893,0.8903911154031868,0.48635551464616383,0.8709250727582958,"[[9, 137], [90, 922]]"
PCA,8,Angle Embedding,8,6,1,3,1,No,Top half,tensor(0.8212),0.8689275893675527,0.9367588932806324,0.9015691868758916,0.47865341924305593,0.8692433498930532,"[[3, 143], [64, 948]]"
PCA,8,Angle Embedding,8,6,1,3,1,No,Top half,tensor(0.8247),0.869406392694064,0.9407114624505929,0.9036544850498339,0.48062970382803616,0.869674030637718,"[[3, 143], [60, 952]]"
PCA,8,Angle Embedding,8,6,1,3,2,No,Top half,tensor(0.8092),0.867906976744186,0.9219367588932806,0.8941063727839003,0.4746670095836266,0.8683764159721452,"[[4, 142], [79, 933]]"
PCA,8,Angle Embedding,8,6,1,3,2,No,Top half,tensor(0.8178),0.8684452621895125,0.932806324110672,0.8994759409242497,0.4766771346580757,0.8688131670839306,"[[3, 143], [68, 944]]"
PCA,8,Angle Embedding,8,6,1,3,2,No,Top half,tensor(0.8212),0.8689275893675527,0.9367588932806324,0.9015691868758916,0.47865341924305593,0.8692433498930532,"[[3, 143], [64, 948]]"
PCA,8,Angle Embedding,8,6,2,9,1,No,Top half,tensor(0.7686),0.8668639053254438,0.8685770750988142,0.8677196446199409,0.4719597704261194,0.8677913105603854,"[[11, 135], [133, 879]]"
PCA,8,Angle Embedding,8,6,2,9,1,No,Top half,tensor(0.8014),0.8716730038022814,0.9061264822134387,0.8885658914728684,0.4907344739834317,0.8718839891215513,"[[11, 135], [95, 917]]"
PCA,8,Angle Embedding,8,6,2,9,1,No,Top half,tensor(0.8066),0.8731060606060606,0.9110671936758893,0.8916827852998066,0.49662948724890355,0.8731784956716606,"[[12, 134], [90, 922]]"
PCA,8,Angle Embedding,8,6,2,9,2,No,Top half,tensor(0.8169),0.8690036900369004,0.9308300395256917,0.8988549618320609,0.47911364989983213,0.8693437892313757,"[[4, 142], [70, 942]]"
PCA,8,Angle Embedding,8,6,2,9,2,No,Top half,tensor(0.8221),0.8697247706422019,0.9367588932806324,0.9019980970504281,0.4820780767773025,0.8699901165416376,"[[4, 142], [64, 948]]"
PCA,8,Angle Embedding,8,6,2,9,2,No,Top half,tensor(0.8247),0.8707607699358387,0.9387351778656127,0.903471231573942,0.4864908766040392,0.8709543534634612,"[[5, 141], [62, 950]]"
PCA,8,Angle Embedding,8,6,3,2,1,No,Top half,tensor(0.8247),0.8707607699358387,0.9387351778656127,0.903471231573942,0.4864908766040392,0.8709543534634612,"[[5, 141], [62, 950]]"
PCA,8,Angle Embedding,8,6,3,2,1,No,Top half,tensor(0.8290),0.8727106227106227,0.941699604743083,0.905893536121673,0.4948224051112675,0.8727811621058974,"[[7, 139], [59, 953]]"
PCA,8,Angle Embedding,8,6,3,2,1,No,Top half,tensor(0.8307),0.8729433272394881,0.9436758893280632,0.9069325735992404,0.49581054740375763,0.8729983685931837,"[[7, 139], [57, 955]]"
PCA,8,Angle Embedding,8,6,3,2,2,No,Top half,tensor(0.8100),0.8700934579439252,0.9199604743083004,0.8943323727185399,0.4839528398938762,0.8703997767911401,"[[7, 139], [81, 931]]"
PCA,8,Angle Embedding,8,6,3,2,2,No,Top half,tensor(0.8187),0.8699261992619927,0.9318181818181818,0.8998091603053435,0.4830323785803238,0.8701985415402906,"[[5, 141], [69, 943]]"
PCA,8,Angle Embedding,8,6,3,2,2,No,Top half,tensor(0.8212),0.8702851885924563,0.9347826086956522,0.9013816102906146,0.484514592019059,0.8705222775544937,"[[5, 141], [66, 946]]"
PCA,8,Angle Embedding,9,10,1,3,1,No,Top half,tensor(0.8264),0.8703196347031964,0.941699604743083,0.9046037019458947,0.48454843250852786,0.8705295696443587,"[[4, 142], [59, 953]]"
PCA,8,Angle Embedding,9,10,1,3,1,No,Top half,tensor(0.8316),0.8717015468607825,0.9466403162055336,0.9076267171956419,0.4904434457739997,0.8718199523094755,"[[5, 141], [54, 958]]"
PCA,8,Angle Embedding,9,10,1,3,1,No,Top half,tensor(0.8325),0.8718181818181818,0.9476284584980237,0.9081439393939393,0.49093751692024473,0.8719282862208685,"[[5, 141], [53, 959]]"
PCA,8,Angle Embedding,9,10,1,3,2,No,Top half,tensor(0.8161),0.8716279069767442,0.9258893280632411,0.8979396262577863,0.49034192430559315,0.8717978164901052,"[[8, 138], [75, 937]]"
PCA,8,Angle Embedding,9,10,1,3,2,No,Top half,tensor(0.8247),0.8728110599078341,0.9357707509881423,0.9031950405340965,0.49528263576804377,0.8728823217951837,"[[8, 138], [65, 947]]"
PCA,8,Angle Embedding,9,10,1,3,2,No,Top half,tensor(0.8264),0.8716773602199817,0.9397233201581028,0.9044222539229673,0.49040960528453087,0.8718125724135389,"[[6, 140], [61, 951]]"
PCA,8,Angle Embedding,9,10,2,9,1,No,Top half,tensor(0.8100),0.8687150837988827,0.9219367588932806,0.8945349952061362,0.4780916671178732,0.869121439570991,"[[5, 141], [79, 933]]"
PCA,8,Angle Embedding,9,10,2,9,1,No,Top half,tensor(0.8187),0.8685661764705882,0.9337944664031621,0.9,0.47717120580432076,0.8689206658044138,"[[3, 143], [67, 945]]"
PCA,8,Angle Embedding,9,10,2,9,1,No,Top half,tensor(0.8238),0.8706422018348624,0.9377470355731226,0.9029495718363465,0.48599680545779417,0.8708462888932187,"[[5, 141], [63, 949]]"
PCA,8,Angle Embedding,9,10,2,9,2,No,Top half,tensor(0.8204),0.8708487084870848,0.932806324110672,0.9007633587786259,0.4869511072608155,0.8710551169899665,"[[6, 140], [68, 944]]"
PCA,8,Angle Embedding,9,10,2,9,2,No,Top half,tensor(0.8221),0.8710865561694291,0.9347826086956522,0.9018112488083889,0.4879392495533056,0.8712713820286204,"[[6, 140], [66, 946]]"
PCA,8,Angle Embedding,9,10,2,9,2,No,Top half,tensor(0.8221),0.8704044117647058,0.9357707509881423,0.9019047619047619,0.48500866316530405,0.8706302508549242,"[[5, 141], [65, 947]]"
PCA,8,Angle Embedding,9,10,3,2,1,No,Top half,tensor(0.8083),0.8712406015037594,0.91600790513834,0.8930635838150289,0.48882587037738917,0.8714656962169293,"[[9, 137], [85, 927]]"
